date,point,Category,station_names
20001212,POINT (-85.74802 32.43455),2.0,Tuskegee
20001212,POINT (-85.51818 33.33168),2.0,Wedowee
20001212,POINT (-88.31003 33.10768),2.0,Dee River Ranch
20001212,POINT (-86.55 34.78333),2.0,AAMU-JTG
20001219,POINT (-85.51818 33.33168),2.0,Wedowee
20001219,POINT (-85.74802 32.43455),2.0,Tuskegee
20001219,POINT (-87.45618 34.17973),2.0,Sudduth Farms
20001219,POINT (-88.31003 33.10768),1.0,Dee River Ranch
20001219,POINT (-86.68333 34.43333),2.0,Stanley Farm
20001219,POINT (-86.89137 32.40392),2.0,Selma
20001219,POINT (-86.53333 34.9),1.0,Wtars
20001219,POINT (-87.55277 31.10923),2.0,Perdido Riv Farms
20001219,POINT (-85.91028 32.41222),2.0,Morris Farms
20001219,POINT (-88.19743 32.608),2.0,Livingston-UWA
20001219,POINT (-87.69797 30.5238),2.0,Koptis Farms
20001219,POINT (-87.98685 34.81982),2.0,Isbell Farms
20001219,POINT (-86.79897 34.19492),2.0,Cullman-NAHRC
20001219,POINT (-86.05253 32.28393),2.0,Broad Acres
20001219,POINT (-86.16557 34.4448),1.0,Hodges
20001219,POINT (-85.03693 31.01912),2.0,River Road Farms
20001219,POINT (-86.55 34.78333),1.0,AAMU-JTG
20001219,POINT (-86.60236 34.89375),1.0,Bragg Farm
20001226,POINT (-86.68333 34.43333),2.0,Stanley Farm
20001226,POINT (-86.89137 32.40392),2.0,Selma
20001226,POINT (-85.03693 31.01912),2.0,River Road Farms
20001226,POINT (-87.55277 31.10923),2.0,Perdido Riv Farms
20001226,POINT (-85.91028 32.41222),2.0,Morris Farms
20001226,POINT (-87.69797 30.5238),2.0,Koptis Farms
20001226,POINT (-87.98685 34.81982),2.0,Isbell Farms
20001226,POINT (-86.79897 34.19492),2.0,Cullman-NAHRC
20001226,POINT (-86.05253 32.28393),2.0,Broad Acres
20001226,POINT (-86.53333 34.9),1.0,Wtars
20001226,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20001226,POINT (-88.19743 32.608),1.0,Livingston-UWA
20001226,POINT (-86.16557 34.4448),1.0,Hodges
20001226,POINT (-88.31003 33.10768),1.0,Dee River Ranch
20001226,POINT (-86.60236 34.89375),1.0,Bragg Farm
20001226,POINT (-86.55 34.78333),1.0,AAMU-JTG
20001226,POINT (-85.51818 33.33168),2.0,Wedowee
20001226,POINT (-85.74802 32.43455),2.0,Tuskegee
20010102,POINT (-85.51818 33.33168),2.0,Wedowee
20010102,POINT (-85.74802 32.43455),2.0,Tuskegee
20010102,POINT (-87.98685 34.81982),2.0,Isbell Farms
20010102,POINT (-85.91028 32.41222),2.0,Morris Farms
20010102,POINT (-86.89137 32.40392),2.0,Selma
20010102,POINT (-86.68333 34.43333),2.0,Stanley Farm
20010102,POINT (-86.79897 34.19492),2.0,Cullman-NAHRC
20010102,POINT (-86.05253 32.28393),2.0,Broad Acres
20010102,POINT (-86.53333 34.9),1.0,Wtars
20010102,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20010102,POINT (-86.55 34.78333),1.0,AAMU-JTG
20010102,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20010102,POINT (-88.19743 32.608),1.0,Livingston-UWA
20010102,POINT (-87.69797 30.5238),1.0,Koptis Farms
20010102,POINT (-86.16557 34.4448),1.0,Hodges
20010102,POINT (-88.31003 33.10768),1.0,Dee River Ranch
20010102,POINT (-86.60236 34.89375),1.0,Bragg Farm
20010102,POINT (-85.03693 31.01912),1.0,River Road Farms
20010109,POINT (-86.16557 34.4448),2.0,Hodges
20010109,POINT (-86.53333 34.9),2.0,Wtars
20010109,POINT (-85.51818 33.33168),2.0,Wedowee
20010109,POINT (-85.74802 32.43455),2.0,Tuskegee
20010109,POINT (-86.68333 34.43333),2.0,Stanley Farm
20010109,POINT (-86.89137 32.40392),2.0,Selma
20010109,POINT (-85.91028 32.41222),2.0,Morris Farms
20010109,POINT (-87.98685 34.81982),2.0,Isbell Farms
20010109,POINT (-86.79897 34.19492),2.0,Cullman-NAHRC
20010109,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20010109,POINT (-86.55 34.78333),2.0,AAMU-JTG
20010109,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20010109,POINT (-85.03693 31.01912),1.0,River Road Farms
20010109,POINT (-88.19743 32.608),1.0,Livingston-UWA
20010109,POINT (-87.69797 30.5238),1.0,Koptis Farms
20010109,POINT (-88.31003 33.10768),1.0,Dee River Ranch
20010109,POINT (-86.05253 32.28393),1.0,Broad Acres
20010109,POINT (-86.60236 34.89375),2.0,Bragg Farm
20010116,POINT (-85.91028 32.41222),2.0,Morris Farms
20010116,POINT (-86.53333 34.9),2.0,Wtars
20010116,POINT (-85.51818 33.33168),2.0,Wedowee
20010116,POINT (-85.74802 32.43455),2.0,Tuskegee
20010116,POINT (-86.68333 34.43333),2.0,Stanley Farm
20010116,POINT (-86.89137 32.40392),2.0,Selma
20010116,POINT (-87.98685 34.81982),2.0,Isbell Farms
20010116,POINT (-86.05253 32.28393),1.0,Broad Acres
20010116,POINT (-86.79897 34.19492),2.0,Cullman-NAHRC
20010116,POINT (-86.60236 34.89375),2.0,Bragg Farm
20010116,POINT (-86.55 34.78333),2.0,AAMU-JTG
20010116,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20010116,POINT (-85.03693 31.01912),1.0,River Road Farms
20010116,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20010116,POINT (-87.69797 30.5238),1.0,Koptis Farms
20010116,POINT (-88.31003 33.10768),1.0,Dee River Ranch
20010116,POINT (-86.16557 34.4448),2.0,Hodges
20010116,POINT (-88.19743 32.608),1.0,Livingston-UWA
20010123,POINT (-85.91028 32.41222),1.0,Morris Farms
20010123,POINT (-88.31003 33.10768),0.0,Dee River Ranch
20010123,POINT (-85.51818 33.33168),2.0,Wedowee
20010123,POINT (-87.98685 34.81982),2.0,Isbell Farms
20010123,POINT (-86.53333 34.9),1.0,Wtars
20010123,POINT (-85.74802 32.43455),1.0,Tuskegee
20010123,POINT (-87.45618 34.17973),1.0,Sudduth Farms
20010123,POINT (-86.68333 34.43333),1.0,Stanley Farm
20010123,POINT (-86.89137 32.40392),1.0,Selma
20010123,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010123,POINT (-86.79897 34.19492),1.0,Cullman-NAHRC
20010123,POINT (-86.05253 32.28393),1.0,Broad Acres
20010123,POINT (-86.60236 34.89375),1.0,Bragg Farm
20010123,POINT (-86.55 34.78333),1.0,AAMU-JTG
20010123,POINT (-85.03693 31.01912),0.0,River Road Farms
20010123,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010123,POINT (-88.19743 32.608),0.0,Livingston-UWA
20010123,POINT (-86.16557 34.4448),1.0,Hodges
20010130,POINT (-88.31003 33.10768),,Dee River Ranch
20010130,POINT (-85.51818 33.33168),2.0,Wedowee
20010130,POINT (-86.53333 34.9),1.0,Wtars
20010130,POINT (-85.74802 32.43455),1.0,Tuskegee
20010130,POINT (-86.68333 34.43333),1.0,Stanley Farm
20010130,POINT (-86.89137 32.40392),1.0,Selma
20010130,POINT (-85.91028 32.41222),1.0,Morris Farms
20010130,POINT (-87.98685 34.81982),1.0,Isbell Farms
20010130,POINT (-86.60236 34.89375),1.0,Bragg Farm
20010130,POINT (-86.79897 34.19492),1.0,Cullman-NAHRC
20010130,POINT (-86.05253 32.28393),1.0,Broad Acres
20010130,POINT (-86.55 34.78333),1.0,AAMU-JTG
20010130,POINT (-87.45618 34.17973),0.0,Sudduth Farms
20010130,POINT (-85.03693 31.01912),0.0,River Road Farms
20010130,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010130,POINT (-88.19743 32.608),,Livingston-UWA
20010130,POINT (-86.16557 34.4448),1.0,Hodges
20010130,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010206,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010206,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010206,POINT (-88.31003 33.10768),,Dee River Ranch
20010206,POINT (-88.19743 32.608),,Livingston-UWA
20010206,POINT (-86.53333 34.9),1.0,Wtars
20010206,POINT (-85.74802 32.43455),1.0,Tuskegee
20010206,POINT (-85.51818 33.33168),2.0,Wedowee
20010206,POINT (-86.89137 32.40392),1.0,Selma
20010206,POINT (-85.91028 32.41222),1.0,Morris Farms
20010206,POINT (-87.98685 34.81982),1.0,Isbell Farms
20010206,POINT (-86.68333 34.43333),1.0,Stanley Farm
20010206,POINT (-86.79897 34.19492),1.0,Cullman-NAHRC
20010206,POINT (-86.05253 32.28393),1.0,Broad Acres
20010206,POINT (-86.60236 34.89375),1.0,Bragg Farm
20010206,POINT (-86.55 34.78333),1.0,AAMU-JTG
20010206,POINT (-87.45618 34.17973),0.0,Sudduth Farms
20010206,POINT (-85.03693 31.01912),0.0,River Road Farms
20010206,POINT (-86.16557 34.4448),1.0,Hodges
20010213,POINT (-87.45618 34.17973),,Sudduth Farms
20010213,POINT (-88.19743 32.608),,Livingston-UWA
20010213,POINT (-88.31003 33.10768),,Dee River Ranch
20010213,POINT (-85.51818 33.33168),2.0,Wedowee
20010213,POINT (-85.74802 32.43455),1.0,Tuskegee
20010213,POINT (-86.89137 32.40392),1.0,Selma
20010213,POINT (-86.16557 34.4448),1.0,Hodges
20010213,POINT (-85.91028 32.41222),1.0,Morris Farms
20010213,POINT (-86.53333 34.9),0.0,Wtars
20010213,POINT (-86.68333 34.43333),0.0,Stanley Farm
20010213,POINT (-85.03693 31.01912),0.0,River Road Farms
20010213,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010213,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010213,POINT (-86.79897 34.19492),0.0,Cullman-NAHRC
20010213,POINT (-86.60236 34.89375),0.0,Bragg Farm
20010213,POINT (-86.55 34.78333),0.0,AAMU-JTG
20010213,POINT (-86.05253 32.28393),1.0,Broad Acres
20010213,POINT (-87.98685 34.81982),0.0,Isbell Farms
20010220,POINT (-87.45618 34.17973),,Sudduth Farms
20010220,POINT (-88.31003 33.10768),,Dee River Ranch
20010220,POINT (-87.98685 34.81982),,Isbell Farms
20010220,POINT (-86.68333 34.43333),,Stanley Farm
20010220,POINT (-86.60236 34.89375),0.0,Bragg Farm
20010220,POINT (-86.16557 34.4448),0.0,Hodges
20010220,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010220,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010220,POINT (-86.53333 34.9),0.0,Wtars
20010220,POINT (-88.19743 32.608),,Livingston-UWA
20010220,POINT (-85.91028 32.41222),1.0,Morris Farms
20010220,POINT (-85.03693 31.01912),1.0,River Road Farms
20010220,POINT (-86.89137 32.40392),1.0,Selma
20010220,POINT (-85.74802 32.43455),1.0,Tuskegee
20010220,POINT (-85.51818 33.33168),2.0,Wedowee
20010220,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010220,POINT (-86.55 34.78333),0.0,AAMU-JTG
20010220,POINT (-86.05253 32.28393),1.0,Broad Acres
20010227,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010227,POINT (-86.60236 34.89375),,Bragg Farm
20010227,POINT (-86.68333 34.43333),,Stanley Farm
20010227,POINT (-88.19743 32.608),,Livingston-UWA
20010227,POINT (-87.98685 34.81982),,Isbell Farms
20010227,POINT (-88.31003 33.10768),,Dee River Ranch
20010227,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010227,POINT (-86.16557 34.4448),0.0,Hodges
20010227,POINT (-87.45618 34.17973),,Sudduth Farms
20010227,POINT (-86.55 34.78333),,AAMU-JTG
20010227,POINT (-85.74802 32.43455),1.0,Tuskegee
20010227,POINT (-86.89137 32.40392),1.0,Selma
20010227,POINT (-85.03693 31.01912),1.0,River Road Farms
20010227,POINT (-85.91028 32.41222),1.0,Morris Farms
20010227,POINT (-86.05253 32.28393),1.0,Broad Acres
20010227,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010227,POINT (-85.51818 33.33168),2.0,Wedowee
20010227,POINT (-86.53333 34.9),,Wtars
20010306,POINT (-87.45618 34.17973),,Sudduth Farms
20010306,POINT (-86.53333 34.9),,Wtars
20010306,POINT (-86.16557 34.4448),0.0,Hodges
20010306,POINT (-85.91028 32.41222),0.0,Morris Farms
20010306,POINT (-86.68333 34.43333),,Stanley Farm
20010306,POINT (-86.89137 32.40392),,Selma
20010306,POINT (-88.19743 32.608),,Livingston-UWA
20010306,POINT (-87.98685 34.81982),,Isbell Farms
20010306,POINT (-88.31003 33.10768),,Dee River Ranch
20010306,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010306,POINT (-86.05253 32.28393),,Broad Acres
20010306,POINT (-86.60236 34.89375),,Bragg Farm
20010306,POINT (-86.55 34.78333),,AAMU-JTG
20010306,POINT (-85.51818 33.33168),1.0,Wedowee
20010306,POINT (-85.03693 31.01912),1.0,River Road Farms
20010306,POINT (-85.74802 32.43455),0.0,Tuskegee
20010306,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010306,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010313,POINT (-87.45618 34.17973),,Sudduth Farms
20010313,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010313,POINT (-86.89137 32.40392),,Selma
20010313,POINT (-85.91028 32.41222),,Morris Farms
20010313,POINT (-88.19743 32.608),,Livingston-UWA
20010313,POINT (-87.98685 34.81982),,Isbell Farms
20010313,POINT (-88.31003 33.10768),,Dee River Ranch
20010313,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010313,POINT (-86.05253 32.28393),,Broad Acres
20010313,POINT (-86.60236 34.89375),,Bragg Farm
20010313,POINT (-86.53333 34.9),,Wtars
20010313,POINT (-85.51818 33.33168),1.0,Wedowee
20010313,POINT (-85.74802 32.43455),0.0,Tuskegee
20010313,POINT (-85.03693 31.01912),0.0,River Road Farms
20010313,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010313,POINT (-86.16557 34.4448),0.0,Hodges
20010313,POINT (-86.55 34.78333),,AAMU-JTG
20010313,POINT (-86.68333 34.43333),,Stanley Farm
20010320,POINT (-86.68333 34.43333),,Stanley Farm
20010320,POINT (-86.53333 34.9),,Wtars
20010320,POINT (-85.74802 32.43455),,Tuskegee
20010320,POINT (-87.45618 34.17973),,Sudduth Farms
20010320,POINT (-86.89137 32.40392),,Selma
20010320,POINT (-87.55277 31.10923),,Perdido Riv Farms
20010320,POINT (-85.91028 32.41222),,Morris Farms
20010320,POINT (-87.98685 34.81982),,Isbell Farms
20010320,POINT (-88.31003 33.10768),,Dee River Ranch
20010320,POINT (-88.19743 32.608),,Livingston-UWA
20010320,POINT (-86.05253 32.28393),,Broad Acres
20010320,POINT (-86.60236 34.89375),,Bragg Farm
20010320,POINT (-86.55 34.78333),,AAMU-JTG
20010320,POINT (-85.51818 33.33168),1.0,Wedowee
20010320,POINT (-85.03693 31.01912),0.0,River Road Farms
20010320,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010320,POINT (-86.16557 34.4448),0.0,Hodges
20010320,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010327,POINT (-88.19743 32.608),,Livingston-UWA
20010327,POINT (-86.68333 34.43333),,Stanley Farm
20010327,POINT (-87.45618 34.17973),,Sudduth Farms
20010327,POINT (-86.89137 32.40392),,Selma
20010327,POINT (-87.55277 31.10923),,Perdido Riv Farms
20010327,POINT (-85.91028 32.41222),,Morris Farms
20010327,POINT (-87.98685 34.81982),,Isbell Farms
20010327,POINT (-87.69797 30.5238),,Koptis Farms
20010327,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010327,POINT (-86.05253 32.28393),,Broad Acres
20010327,POINT (-86.60236 34.89375),,Bragg Farm
20010327,POINT (-86.55 34.78333),,AAMU-JTG
20010327,POINT (-85.74802 32.43455),,Tuskegee
20010327,POINT (-85.51818 33.33168),1.0,Wedowee
20010327,POINT (-88.31003 33.10768),,Dee River Ranch
20010327,POINT (-86.53333 34.9),,Wtars
20010327,POINT (-86.16557 34.4448),0.0,Hodges
20010327,POINT (-85.03693 31.01912),0.0,River Road Farms
20010403,POINT (-86.16557 34.4448),0.0,Hodges
20010403,POINT (-85.03693 31.01912),0.0,River Road Farms
20010403,POINT (-85.51818 33.33168),0.0,Wedowee
20010403,POINT (-86.55 34.78333),,AAMU-JTG
20010403,POINT (-86.60236 34.89375),,Bragg Farm
20010403,POINT (-86.05253 32.28393),,Broad Acres
20010403,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010403,POINT (-86.68333 34.43333),,Stanley Farm
20010403,POINT (-87.45618 34.17973),,Sudduth Farms
20010403,POINT (-87.69797 30.5238),,Koptis Farms
20010403,POINT (-88.19743 32.608),,Livingston-UWA
20010403,POINT (-85.91028 32.41222),,Morris Farms
20010403,POINT (-87.55277 31.10923),,Perdido Riv Farms
20010403,POINT (-86.89137 32.40392),,Selma
20010403,POINT (-86.53333 34.9),,Wtars
20010403,POINT (-85.74802 32.43455),,Tuskegee
20010403,POINT (-87.98685 34.81982),,Isbell Farms
20010403,POINT (-88.31003 33.10768),,Dee River Ranch
20010410,POINT (-85.03693 31.01912),0.0,River Road Farms
20010410,POINT (-86.55 34.78333),,AAMU-JTG
20010410,POINT (-86.68333 34.43333),,Stanley Farm
20010410,POINT (-86.53333 34.9),,Wtars
20010410,POINT (-85.51818 33.33168),,Wedowee
20010410,POINT (-85.74802 32.43455),,Tuskegee
20010410,POINT (-87.45618 34.17973),,Sudduth Farms
20010410,POINT (-86.89137 32.40392),,Selma
20010410,POINT (-87.55277 31.10923),,Perdido Riv Farms
20010410,POINT (-88.19743 32.608),,Livingston-UWA
20010410,POINT (-85.91028 32.41222),,Morris Farms
20010410,POINT (-87.98685 34.81982),,Isbell Farms
20010410,POINT (-86.16557 34.4448),,Hodges
20010410,POINT (-88.31003 33.10768),,Dee River Ranch
20010410,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010410,POINT (-86.05253 32.28393),,Broad Acres
20010410,POINT (-86.60236 34.89375),,Bragg Farm
20010410,POINT (-87.69797 30.5238),,Koptis Farms
20010417,POINT (-87.55277 31.10923),,Perdido Riv Farms
20010417,POINT (-85.91028 32.41222),,Morris Farms
20010417,POINT (-86.89137 32.40392),,Selma
20010417,POINT (-85.03693 31.01912),0.0,River Road Farms
20010417,POINT (-87.45618 34.17973),,Sudduth Farms
20010417,POINT (-85.74802 32.43455),,Tuskegee
20010417,POINT (-88.19743 32.608),,Livingston-UWA
20010417,POINT (-86.68333 34.43333),,Stanley Farm
20010417,POINT (-87.98685 34.81982),,Isbell Farms
20010417,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010417,POINT (-88.31003 33.10768),,Dee River Ranch
20010417,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010417,POINT (-86.05253 32.28393),,Broad Acres
20010417,POINT (-86.60236 34.89375),,Bragg Farm
20010417,POINT (-86.55 34.78333),,AAMU-JTG
20010417,POINT (-85.51818 33.33168),,Wedowee
20010417,POINT (-86.16557 34.4448),,Hodges
20010417,POINT (-86.53333 34.9),,Wtars
20010424,POINT (-85.74802 32.43455),,Tuskegee
20010424,POINT (-87.45618 34.17973),,Sudduth Farms
20010424,POINT (-86.68333 34.43333),,Stanley Farm
20010424,POINT (-86.53333 34.9),,Wtars
20010424,POINT (-85.03693 31.01912),0.0,River Road Farms
20010424,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010424,POINT (-85.51818 33.33168),,Wedowee
20010424,POINT (-86.55 34.78333),,AAMU-JTG
20010424,POINT (-86.60236 34.89375),,Bragg Farm
20010424,POINT (-86.05253 32.28393),,Broad Acres
20010424,POINT (-88.31003 33.10768),,Dee River Ranch
20010424,POINT (-86.16557 34.4448),,Hodges
20010424,POINT (-87.98685 34.81982),,Isbell Farms
20010424,POINT (-88.19743 32.608),,Livingston-UWA
20010424,POINT (-85.91028 32.41222),,Morris Farms
20010424,POINT (-87.55277 31.10923),,Perdido Riv Farms
20010424,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010424,POINT (-86.89137 32.40392),,Selma
20010501,POINT (-86.53333 34.9),,Wtars
20010501,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010501,POINT (-87.45618 34.17973),,Sudduth Farms
20010501,POINT (-86.68333 34.43333),,Stanley Farm
20010501,POINT (-86.89137 32.40392),,Selma
20010501,POINT (-87.55277 31.10923),,Perdido Riv Farms
20010501,POINT (-85.03693 31.01912),0.0,River Road Farms
20010501,POINT (-85.91028 32.41222),,Morris Farms
20010501,POINT (-88.19743 32.608),,Livingston-UWA
20010501,POINT (-87.98685 34.81982),,Isbell Farms
20010501,POINT (-86.16557 34.4448),,Hodges
20010501,POINT (-88.31003 33.10768),,Dee River Ranch
20010501,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010501,POINT (-86.05253 32.28393),,Broad Acres
20010501,POINT (-86.60236 34.89375),,Bragg Farm
20010501,POINT (-86.55 34.78333),,AAMU-JTG
20010501,POINT (-85.74802 32.43455),,Tuskegee
20010501,POINT (-85.51818 33.33168),,Wedowee
20010508,POINT (-86.60236 34.89375),0.0,Bragg Farm
20010508,POINT (-87.45618 34.17973),,Sudduth Farms
20010508,POINT (-88.19743 32.608),,Livingston-UWA
20010508,POINT (-88.31003 33.10768),,Dee River Ranch
20010508,POINT (-85.03693 31.01912),1.0,River Road Farms
20010508,POINT (-86.53333 34.9),0.0,Wtars
20010508,POINT (-85.51818 33.33168),0.0,Wedowee
20010508,POINT (-85.74802 32.43455),0.0,Tuskegee
20010508,POINT (-86.89137 32.40392),,Selma
20010508,POINT (-86.68333 34.43333),0.0,Stanley Farm
20010508,POINT (-85.91028 32.41222),0.0,Morris Farms
20010508,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010508,POINT (-87.98685 34.81982),0.0,Isbell Farms
20010508,POINT (-86.16557 34.4448),0.0,Hodges
20010508,POINT (-86.79897 34.19492),0.0,Cullman-NAHRC
20010508,POINT (-86.05253 32.28393),0.0,Broad Acres
20010508,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010508,POINT (-86.55 34.78333),0.0,AAMU-JTG
20010515,POINT (-88.19743 32.608),,Livingston-UWA
20010515,POINT (-86.55 34.78333),0.0,AAMU-JTG
20010515,POINT (-88.31003 33.10768),,Dee River Ranch
20010515,POINT (-85.03693 31.01912),1.0,River Road Farms
20010515,POINT (-86.53333 34.9),0.0,Wtars
20010515,POINT (-85.51818 33.33168),0.0,Wedowee
20010515,POINT (-85.74802 32.43455),0.0,Tuskegee
20010515,POINT (-86.68333 34.43333),0.0,Stanley Farm
20010515,POINT (-87.45618 34.17973),,Sudduth Farms
20010515,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010515,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010515,POINT (-87.98685 34.81982),0.0,Isbell Farms
20010515,POINT (-86.16557 34.4448),0.0,Hodges
20010515,POINT (-86.79897 34.19492),0.0,Cullman-NAHRC
20010515,POINT (-86.05253 32.28393),0.0,Broad Acres
20010515,POINT (-86.60236 34.89375),0.0,Bragg Farm
20010515,POINT (-85.91028 32.41222),0.0,Morris Farms
20010515,POINT (-86.89137 32.40392),,Selma
20010522,POINT (-87.45618 34.17973),,Sudduth Farms
20010522,POINT (-85.51818 33.33168),0.0,Wedowee
20010522,POINT (-88.31003 33.10768),,Dee River Ranch
20010522,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010522,POINT (-85.03693 31.01912),1.0,River Road Farms
20010522,POINT (-86.53333 34.9),0.0,Wtars
20010522,POINT (-85.74802 32.43455),0.0,Tuskegee
20010522,POINT (-86.68333 34.43333),0.0,Stanley Farm
20010522,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010522,POINT (-85.91028 32.41222),0.0,Morris Farms
20010522,POINT (-87.69797 30.5238),0.0,Koptis Farms
20010522,POINT (-87.98685 34.81982),0.0,Isbell Farms
20010522,POINT (-86.16557 34.4448),0.0,Hodges
20010522,POINT (-86.05253 32.28393),0.0,Broad Acres
20010522,POINT (-86.60236 34.89375),0.0,Bragg Farm
20010522,POINT (-86.55 34.78333),0.0,AAMU-JTG
20010522,POINT (-88.19743 32.608),,Livingston-UWA
20010522,POINT (-86.89137 32.40392),,Selma
20010529,POINT (-86.89137 32.40392),,Selma
20010529,POINT (-88.19743 32.608),,Livingston-UWA
20010529,POINT (-87.55277 31.10923),1.0,Perdido Riv Farms
20010529,POINT (-87.69797 30.5238),1.0,Koptis Farms
20010529,POINT (-86.53333 34.9),0.0,Wtars
20010529,POINT (-85.51818 33.33168),0.0,Wedowee
20010529,POINT (-85.74802 32.43455),0.0,Tuskegee
20010529,POINT (-86.68333 34.43333),0.0,Stanley Farm
20010529,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010529,POINT (-85.91028 32.41222),0.0,Morris Farms
20010529,POINT (-87.98685 34.81982),0.0,Isbell Farms
20010529,POINT (-86.16557 34.4448),0.0,Hodges
20010529,POINT (-86.05253 32.28393),0.0,Broad Acres
20010529,POINT (-86.60236 34.89375),0.0,Bragg Farm
20010529,POINT (-86.55 34.78333),0.0,AAMU-JTG
20010529,POINT (-87.45618 34.17973),,Sudduth Farms
20010529,POINT (-88.31003 33.10768),,Dee River Ranch
20010529,POINT (-85.03693 31.01912),1.0,River Road Farms
20010605,POINT (-86.53333 34.9),,Wtars
20010605,POINT (-85.51818 33.33168),,Wedowee
20010605,POINT (-87.45618 34.17973),,Sudduth Farms
20010605,POINT (-86.68333 34.43333),,Stanley Farm
20010605,POINT (-86.89137 32.40392),,Selma
20010605,POINT (-85.91028 32.41222),,Morris Farms
20010605,POINT (-88.19743 32.608),,Livingston-UWA
20010605,POINT (-87.98685 34.81982),,Isbell Farms
20010605,POINT (-88.31003 33.10768),,Dee River Ranch
20010605,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010605,POINT (-86.05253 32.28393),,Broad Acres
20010605,POINT (-86.60236 34.89375),,Bragg Farm
20010605,POINT (-86.55 34.78333),,AAMU-JTG
20010605,POINT (-85.03693 31.01912),1.0,River Road Farms
20010605,POINT (-85.74802 32.43455),,Tuskegee
20010605,POINT (-86.16557 34.4448),,Hodges
20010605,POINT (-87.69797 30.5238),1.0,Koptis Farms
20010605,POINT (-87.55277 31.10923),0.0,Perdido Riv Farms
20010612,POINT (-85.51818 33.33168),,Wedowee
20010612,POINT (-86.53333 34.9),,Wtars
20010612,POINT (-87.45618 34.17973),,Sudduth Farms
20010612,POINT (-86.68333 34.43333),,Stanley Farm
20010612,POINT (-86.89137 32.40392),,Selma
20010612,POINT (-85.03693 31.01912),,River Road Farms
20010612,POINT (-87.55277 31.10923),,Perdido Riv Farms
20010612,POINT (-85.91028 32.41222),,Morris Farms
20010612,POINT (-88.19743 32.608),,Livingston-UWA
20010612,POINT (-87.69797 30.5238),,Koptis Farms
20010612,POINT (-87.98685 34.81982),,Isbell Farms
20010612,POINT (-86.16557 34.4448),,Hodges
20010612,POINT (-88.31003 33.10768),,Dee River Ranch
20010612,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010612,POINT (-86.05253 32.28393),,Broad Acres
20010612,POINT (-86.60236 34.89375),,Bragg Farm
20010612,POINT (-86.55 34.78333),,AAMU-JTG
20010612,POINT (-85.74802 32.43455),,Tuskegee
20010619,POINT (-86.55 34.78333),,AAMU-JTG
20010619,POINT (-86.05253 32.28393),,Broad Acres
20010619,POINT (-86.79897 34.19492),,Cullman-NAHRC
20010619,POINT (-86.53333 34.9),,Wtars
20010619,POINT (-85.51818 33.33168),,Wedowee
20010619,POINT (-85.74802 32.43455),,Tuskegee
20010619,POINT (-87.45618 34.17973),,Sudduth Farms
